agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,rape_male_under_10,rape_male_10_12,rape_male_13_14,rape_male_15,rape_male_16,rape_male_17,rape_male_18,rape_male_19,rape_male_20,rape_male_21,rape_male_22,rape_male_23,rape_male_24,rape_male_25_29,rape_male_30_34,rape_male_35_39,rape_male_40_44,rape_male_45_49,rape_male_50_54,rape_male_55_59,rape_male_60_64,rape_male_over_64,rape_female_under_10,rape_female_10_12,rape_female_13_14,rape_female_15,rape_female_16,rape_female_17,rape_female_18,rape_female_19,rape_female_20,rape_female_21,rape_female_22,rape_female_23,rape_female_24,rape_female_25_29,rape_female_30_34,rape_female_35_39,rape_female_40_44,rape_female_45_49,rape_female_50_54,rape_female_55_59,rape_female_60_64,rape_female_over_64,rape_adult_white,rape_adult_black,rape_adult_asian,rape_adult_indian,rape_juv_white,rape_juv_black,rape_juv_asian,rape_juv_indian
Louisville,1984,Mississippi,MS,7244,MS08001,MS0800100,28,159,28159,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yalobusha,1984,Mississippi,MS,9175,MS08100,MS0810000,28,161,28161,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Valley,1984,Mississippi,MS,4065,MS08101,MS0810100,28,161,28161,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yazoo City,1984,Mississippi,MS,12125,MS08201,MS0820100,28,163,28163,local police department,"cities 10,000-24,999",east south central,non-suburban,12,8,4,12,0,8,4,0,4,0,0,1,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0
Natchez,1985,Mississippi,MS,23247,MS00101,MS0010100,28,001,28001,local police department,"cities 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcorn,1985,Mississippi,MS,19560,MS00200,MS0020000,28,003,28003,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Corinth,1985,Mississippi,MS,13028,MS00201,MS0020100,28,003,28003,local police department,"cities 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kosciusko,1985,Mississippi,MS,7248,MS00401,MS0040100,28,007,28007,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivar,1985,Mississippi,MS,25993,MS00600,MS0060000,28,011,28011,sheriffs office,"non-msa cnty 25,000-99,999",east south central,non-suburban,7,5,2,7,0,5,2,0,2,0,0,0,0,2,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0
Cleveland,1985,Mississippi,MS,14728,MS00601,MS0060100,28,011,28011,local police department,"cities 10,000-24,999",east south central,non-suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shelby,1985,Mississippi,MS,2575,MS00603,MS0060300,28,011,28011,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce,1985,Mississippi,MS,2269,MS00701,MS0070100,28,013,28013,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chickasaw,1985,Mississippi,MS,10790,MS00900,MS0090000,28,017,28017,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ackerman,1985,Mississippi,MS,1521,MS01001,MS0100100,28,019,28019,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Claiborne,1985,Mississippi,MS,10359,MS01100,MS0110000,28,021,28021,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clarke,1985,Mississippi,MS,14270,MS01200,MS0120000,28,023,28023,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Clay,1985,Mississippi,MS,12846,MS01300,MS0130000,28,025,28025,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
Clarksdale,1985,Mississippi,MS,22248,MS01401,MS0140100,28,027,28027,local police department,"cities 10,000-24,999",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Hazlehurst,1985,Mississippi,MS,4448,MS01502,MS0150200,28,029,28029,local police department,"cities 2,500-9,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Covington,1985,Mississippi,MS,13854,MS01600,MS0160000,28,031,28031,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Collins,1985,Mississippi,MS,2138,MS01601,MS0160100,28,031,28031,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hernando,1985,Mississippi,MS,3059,MS01703,MS0170300,28,033,28033,local police department,"cities 2,500-9,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forrest,1985,Mississippi,MS,18757,MS01800,MS0180000,28,035,28035,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,3,1,2,3,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0
Hattiesburg,1985,Mississippi,MS,42710,MS01801,MS0180100,28,035,28035,local police department,"cities 25,000-49,999",east south central,non-suburban,17,17,0,16,1,16,0,1,0,0,0,0,0,0,0,2,1,0,2,0,1,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,13,0,0,0,0,0,0
Petal,1985,Mississippi,MS,8839,MS01802,MS0180200,28,035,28035,local police department,"cities 2,500-9,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Franklin,1985,Mississippi,MS,7663,MS01900,MS0190000,28,037,28037,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucedale,1985,Mississippi,MS,2506,MS02001,MS0200100,28,039,28039,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greene,1985,Mississippi,MS,7782,MS02100,MS0210000,28,041,28041,sheriffs office,"non-msa cnty under 10,000",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,1985,Mississippi,MS,12925,MS02201,MS0220100,28,043,28043,local police department,"cities 10,000-24,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hancock,1985,Mississippi,MS,15645,MS02300,MS0230000,28,045,28045,sheriffs office,"msa cnty 10,000-24,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay Saint Louis,1985,Mississippi,MS,8625,MS02302,MS0230200,28,045,28045,local police department,"cities 2,500-9,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waveland,1985,Mississippi,MS,4496,MS02303,MS0230300,28,045,28045,local police department,"cities 2,500-9,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harrison,1985,Mississippi,MS,55954,MS02400,MS0240000,28,047,28047,sheriffs office,"msa cnty 25,000-99,999",east south central,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Biloxi,1985,Mississippi,MS,51376,MS02401,MS0240100,28,047,28047,local police department,"cities 50,000-99,999",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Gulfport,1985,Mississippi,MS,41467,MS02402,MS0240200,28,047,28047,local police department,"cities 25,000-49,999",east south central,non-suburban,20,19,1,20,0,19,1,0,1,0,0,1,0,0,0,2,1,0,0,1,3,0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,1,0,0,0
Long Beach,1985,Mississippi,MS,15603,MS02403,MS0240300,28,047,28047,local police department,"cities 10,000-24,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pass Christian,1985,Mississippi,MS,5281,MS02404,MS0240400,28,047,28047,local police department,"cities 2,500-9,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinds,1985,Mississippi,MS,30483,MS02500,MS0250000,28,049,28049,sheriffs office,"msa cnty 25,000-99,999",east south central,suburban,9,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0
Jackson,1985,Mississippi,MS,210024,MS02501,MS0250100,28,049,28049,local police department,"cities 100,000-249,999",east south central,non-suburban,51,50,1,51,0,50,1,0,1,0,0,0,0,0,1,2,5,3,2,5,1,5,12,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43,0,0,0,1,0,0
Raymond,1985,Mississippi,MS,2064,MS02502,MS0250200,28,049,28049,local police department,"cities under 2,500",east south central,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Clinton,1985,Mississippi,MS,15271,MS02503,MS0250300,28,049,28049,local police department,"cities 10,000-24,999",east south central,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Holmes,1985,Mississippi,MS,13562,MS02600,MS0260000,28,051,28051,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Itawamba,1985,Mississippi,MS,17353,MS02900,MS0290000,28,057,28057,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fulton,1985,Mississippi,MS,3166,MS02901,MS0290100,28,057,28057,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackson,1985,Mississippi,MS,58669,MS03000,MS0300000,28,059,28059,sheriffs office,"msa cnty 25,000-99,999",east south central,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
Moss Point,1985,Mississippi,MS,19293,MS03001,MS0300100,28,059,28059,local police department,"cities 10,000-24,999",east south central,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Ocean Springs,1985,Mississippi,MS,15561,MS03002,MS0300200,28,059,28059,local police department,"cities 10,000-24,999",east south central,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pascagoula,1985,Mississippi,MS,30795,MS03003,MS0300300,28,059,28059,local police department,"cities 25,000-49,999",east south central,suburban,17,16,1,17,0,16,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,7,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,1,0,0
Jefferson Davis,1985,Mississippi,MS,14182,MS03300,MS0330000,28,065,28065,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Laurel,1985,Mississippi,MS,23002,MS03402,MS0340200,28,067,28067,local police department,"cities 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandersville,1985,Mississippi,MS,859,MS03403,MS0340300,28,067,28067,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oxford,1985,Mississippi,MS,10269,MS03601,MS0360100,28,071,28071,local police department,"cities 10,000-24,999",east south central,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
University Of Mississipi,1985,Mississippi,MS,0,MS03602,MS0360200,28,071,28071,special jurisdiction,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamar,1985,Mississippi,MS,23829,MS03700,MS0370000,28,073,28073,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purvis,1985,Mississippi,MS,2523,MS03701,MS0370100,28,073,28073,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meridian,1985,Mississippi,MS,47125,MS03801,MS0380100,28,075,28075,local police department,"cities 25,000-49,999",east south central,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
Lawrence,1985,Mississippi,MS,13076,MS03900,MS0390000,28,077,28077,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carthage,1985,Mississippi,MS,3500,MS04001,MS0400100,28,079,28079,local police department,"cities 2,500-9,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lee,1985,Mississippi,MS,31875,MS04100,MS0410000,28,081,28081,sheriffs office,"non-msa cnty 25,000-99,999",east south central,non-suburban,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Tupelo,1985,Mississippi,MS,25077,MS04101,MS0410100,28,081,28081,local police department,"cities 25,000-49,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Verona,1985,Mississippi,MS,2369,MS04105,MS0410500,28,081,28081,local police department,"cities under 2,500",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leflore,1985,Mississippi,MS,18675,MS04200,MS0420000,28,083,28083,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Greenwood,1985,Mississippi,MS,20873,MS04201,MS0420100,28,083,28083,local police department,"cities 10,000-24,999",east south central,non-suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
Itta Bena,1985,Mississippi,MS,2897,MS04202,MS0420200,28,083,28083,local police department,"cities 2,500-9,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lincoln,1985,Mississippi,MS,19666,MS04300,MS0430000,28,085,28085,sheriffs office,"non-msa cnty 10,000-24,999",east south central,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brookhaven,1985,Mississippi,MS,11414,MS04301,MS0430100,28,085,28085,local police department,"cities 10,000-24,999",east south central,non-suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lowndes,1985,Mississippi,MS,31414,MS04400,MS0440000,28,087,28087,sheriffs office,"non-msa cnty 25,000-99,999",east south central,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Columbus,1985,Mississippi,MS,29438,MS04401,MS0440100,28,087,28087,local police department,"cities 25,000-49,999",east south central,non-suburban,6,5,1,6,0,5,1,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0
Madison,1985,Mississippi,MS,23863,MS04500,MS0450000,28,089,28089,sheriffs office,"msa cnty 10,000-24,999",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridgeland,1985,Mississippi,MS,7923,MS04502,MS0450200,28,089,28089,local police department,"cities 2,500-9,999",east south central,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Madison,1985,Mississippi,MS,2420,MS04504,MS0450400,28,089,28089,local police department,"cities under 2,500",east south central,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
