agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,burglary_male_under_10,burglary_male_10_12,burglary_male_13_14,burglary_male_15,burglary_male_16,burglary_male_17,burglary_male_18,burglary_male_19,burglary_male_20,burglary_male_21,burglary_male_22,burglary_male_23,burglary_male_24,burglary_male_25_29,burglary_male_30_34,burglary_male_35_39,burglary_male_40_44,burglary_male_45_49,burglary_male_50_54,burglary_male_55_59,burglary_male_60_64,burglary_male_over_64,burglary_female_under_10,burglary_female_10_12,burglary_female_13_14,burglary_female_15,burglary_female_16,burglary_female_17,burglary_female_18,burglary_female_19,burglary_female_20,burglary_female_21,burglary_female_22,burglary_female_23,burglary_female_24,burglary_female_25_29,burglary_female_30_34,burglary_female_35_39,burglary_female_40_44,burglary_female_45_49,burglary_female_50_54,burglary_female_55_59,burglary_female_60_64,burglary_female_over_64,burglary_adult_white,burglary_adult_black,burglary_adult_asian,burglary_adult_indian,burglary_juv_white,burglary_juv_black,burglary_juv_asian,burglary_juv_indian
Honolulu,1993,Hawaii,HI,875455,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,929,549,380,807,122,478,328,71,328,1,28,86,86,72,56,56,47,34,35,33,30,27,61,80,48,11,11,3,1,0,1,0,4,15,8,18,6,2,3,3,10,1,1,8,10,17,2,12,0,1,1,0,0,133,36,380,0,68,7,305,0
Kauai County,1993,Hawaii,HI,54978,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,85,37,48,71,14,35,36,2,36,0,6,11,9,6,4,3,2,0,4,1,0,0,11,9,1,3,1,0,0,0,0,1,3,4,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,18,0,15,0,33,0
Maui County,1993,Hawaii,HI,109380,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,277,169,108,248,29,153,92,16,92,3,21,35,10,15,11,16,11,19,12,8,11,7,23,17,18,6,2,1,0,0,2,1,4,3,2,1,2,1,0,3,3,0,0,1,1,3,0,2,2,0,0,0,0,75,2,91,1,34,0,72,2
Hawaii County,1994,Hawaii,HI,93420,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,186,81,105,158,28,73,84,8,84,1,14,24,15,18,13,11,10,2,5,3,1,2,12,10,10,3,1,2,0,1,0,0,3,8,4,0,5,1,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,46,3,32,0,46,1,58,0
Hilo,1994,Hawaii,HI,39555,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,97,56,41,84,13,49,34,7,34,1,1,6,9,9,9,9,3,3,3,2,3,3,6,6,8,3,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,23,2,31,0,18,0,23,0
Honolulu,1994,Hawaii,HI,880687,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,898,564,334,796,102,507,282,57,282,7,53,72,52,72,33,64,49,41,27,27,11,35,112,74,31,20,9,6,0,1,0,7,7,15,8,3,5,4,2,4,1,3,0,3,12,14,6,6,2,0,0,0,0,147,17,399,1,56,8,270,0
Kauai County,1994,Hawaii,HI,55306,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,122,63,59,106,16,56,41,7,41,9,12,14,7,5,3,6,2,5,4,1,1,1,10,5,5,10,6,0,0,0,0,2,1,3,2,0,1,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,22,1,40,0,27,0,32,0
Maui County,1994,Hawaii,HI,110032,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,224,131,93,187,37,119,68,12,68,0,11,24,17,6,10,20,8,14,4,4,10,5,21,12,6,8,3,1,2,0,1,0,7,9,5,4,0,1,0,0,0,0,0,0,5,1,3,2,0,0,0,0,0,54,0,77,0,19,3,71,0
Hawaii County,1995,Hawaii,HI,95837,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,182,96,86,146,36,70,75,26,75,1,3,28,13,22,9,9,10,5,4,1,3,1,8,13,8,3,1,3,0,1,0,0,2,7,1,0,0,7,1,2,1,1,2,2,2,4,1,1,2,0,0,0,0,55,3,38,0,27,4,55,0
Hilo,1995,Hawaii,HI,40578,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,46,35,11,40,6,30,10,5,10,0,1,2,3,4,0,1,3,2,1,3,2,1,6,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,11,2,22,0,2,1,8,0
Honolulu,1995,Hawaii,HI,880266,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,755,546,209,631,124,452,178,94,178,1,22,48,40,29,39,33,33,28,26,20,7,18,105,78,67,26,8,2,1,0,0,0,3,6,4,13,4,1,9,4,7,0,12,4,18,26,3,7,2,1,0,0,0,155,21,370,0,31,3,175,0
Kauai County,1995,Hawaii,HI,56065,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,136,68,68,124,12,66,57,2,57,1,5,13,18,17,4,12,5,2,1,4,3,1,14,12,5,3,1,0,2,1,0,2,0,0,2,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32,1,35,0,28,2,38,0
Maui County,1995,Hawaii,HI,114254,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,186,115,71,156,30,104,51,11,51,1,14,16,9,10,2,9,11,1,1,1,3,2,24,25,16,8,1,1,0,0,1,0,8,5,1,4,1,0,0,0,0,0,0,1,4,3,1,0,1,0,1,0,0,49,6,59,1,17,0,54,0
Hawaii County,1996,Hawaii,HI,95594,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,222,99,123,189,33,85,101,14,101,3,11,24,24,26,16,10,12,14,7,1,1,2,20,5,7,2,2,0,2,0,0,3,4,6,4,1,1,2,1,1,1,2,0,1,1,0,4,1,0,0,0,0,0,50,0,49,0,45,3,75,0
Hilo,1996,Hawaii,HI,40475,HI00101,HI0010100,15,001,15001,local police department,"cities 25,000-49,999",pacific,non-suburban,62,50,12,49,13,40,9,10,9,0,0,1,4,1,3,9,1,6,2,4,2,1,8,2,3,1,0,0,0,0,1,0,0,1,2,0,0,0,2,0,1,0,0,0,1,2,3,1,0,0,0,0,0,19,0,31,0,4,0,8,0
Honolulu,1996,Hawaii,HI,878044,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,812,578,234,688,124,485,199,93,199,4,17,45,34,56,47,23,21,20,29,27,17,25,77,145,60,31,9,0,0,0,1,2,4,7,6,12,0,4,9,3,8,6,10,1,32,10,4,4,1,1,0,0,0,148,22,408,0,31,9,194,0
Kauai County,1996,Hawaii,HI,55923,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,106,44,62,81,25,37,43,7,43,1,6,15,8,4,10,2,4,1,3,1,4,1,11,5,2,1,2,0,0,0,0,2,6,8,1,0,1,1,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,17,2,25,0,41,0,21,0
Maui County,1996,Hawaii,HI,113964,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,179,114,65,145,34,97,46,17,46,2,7,12,10,11,6,8,8,15,9,12,3,5,9,13,8,3,3,0,0,1,0,1,1,4,6,0,5,1,1,1,0,0,0,0,6,4,1,1,1,1,0,0,0,54,0,60,0,14,0,51,0
Hawaii County,1997,Hawaii,HI,95835,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,351,182,169,310,41,155,151,27,151,4,12,48,29,33,29,23,13,11,10,3,9,6,32,19,16,9,1,1,1,1,0,0,4,3,4,1,2,1,0,1,1,1,2,1,5,6,3,4,1,1,0,0,0,86,2,94,0,77,5,87,0
Honolulu,1997,Hawaii,HI,880272,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,846,595,251,743,103,522,221,73,221,0,12,68,41,56,44,28,37,29,32,17,19,22,97,84,84,60,8,2,2,1,0,0,11,6,7,2,4,4,1,6,2,2,1,1,22,10,12,7,3,2,0,0,0,204,33,358,0,53,3,195,0
Kauai County,1997,Hawaii,HI,56064,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,97,30,67,88,9,26,60,4,60,2,7,18,13,11,11,3,2,1,1,0,1,0,5,6,3,2,1,0,0,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,12,0,18,0,22,0,45,0
Maui County,1997,Hawaii,HI,114252,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,225,139,86,191,34,118,73,21,73,0,7,20,13,9,24,6,6,9,3,9,11,3,27,21,9,6,7,0,0,0,1,0,2,5,3,1,2,1,0,1,1,2,2,0,5,4,3,2,0,0,0,0,0,59,1,78,1,17,3,64,2
Hawaii County,1998,Hawaii,HI,142173,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,258,165,93,216,42,134,82,31,82,0,6,23,14,19,20,11,13,9,12,9,8,5,15,16,19,9,4,0,1,1,2,1,0,6,0,1,3,3,1,2,1,3,1,1,7,5,6,1,0,0,0,0,0,77,1,86,1,32,2,59,0
Honolulu,1998,Hawaii,HI,874736,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,691,439,252,613,78,380,226,59,226,7,16,81,39,42,48,34,37,14,7,17,16,11,73,68,58,25,11,4,2,2,1,0,2,6,7,2,2,1,3,1,1,3,0,3,16,7,12,1,6,4,1,0,0,148,23,268,0,64,27,161,0
Kauai County,1998,Hawaii,HI,56708,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,87,32,55,67,20,20,47,12,47,0,5,13,11,10,8,5,4,0,0,0,2,1,1,3,2,2,0,0,0,0,0,1,3,1,2,1,0,0,0,1,0,0,0,0,3,5,2,1,0,0,0,0,0,17,0,15,0,9,0,46,0
Maui County,1998,Hawaii,HI,119383,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,159,108,51,140,19,92,47,16,47,1,4,11,10,9,13,12,5,0,5,2,2,2,10,21,18,8,3,0,4,0,0,0,1,1,1,0,0,0,2,0,1,1,0,0,3,3,4,0,1,0,0,0,1,51,1,56,0,9,0,42,0
Hawaii County,1999,Hawaii,HI,142235,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,121,60,61,104,17,49,53,11,53,2,4,25,10,8,6,4,2,3,2,5,2,3,8,10,3,6,0,0,1,0,0,0,0,4,1,1,0,1,0,0,0,3,0,0,1,3,2,1,0,0,0,0,0,25,1,34,0,21,1,39,0
Honolulu,1999,Hawaii,HI,866566,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,606,365,241,540,66,320,219,45,219,1,20,32,58,47,62,36,17,42,16,12,23,16,54,30,45,13,6,9,0,1,0,0,2,12,0,4,3,6,2,0,2,2,2,0,9,6,12,1,1,2,0,0,0,99,16,250,0,38,5,198,0
Kauai County,1999,Hawaii,HI,56247,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,81,41,40,67,14,38,28,3,28,1,1,11,8,4,4,5,2,3,4,2,1,1,8,7,2,1,1,0,1,0,0,0,0,9,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,1,27,0,11,0,29,0
Maui County,1999,Hawaii,HI,119952,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,198,114,84,168,30,89,78,25,78,1,13,34,13,7,11,6,6,3,1,2,4,4,22,13,8,11,5,2,2,0,0,1,2,1,0,1,0,2,0,3,1,0,0,0,7,6,1,1,2,2,0,0,0,61,4,47,2,13,1,70,0
Hawaii Police Department,2e3,Hawaii,HI,148677,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,83,43,40,75,8,36,37,7,37,2,3,16,7,3,8,3,3,3,2,2,0,3,4,6,4,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,2,0,0,1,0,0,0,0,20,1,22,0,19,0,21,0
Honolulu,2e3,Hawaii,HI,876303,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,541,383,158,476,65,335,138,48,138,3,5,40,37,25,31,19,32,21,27,12,18,18,71,47,24,29,10,3,2,2,0,0,1,3,4,6,3,4,5,1,10,4,1,1,8,3,5,4,2,0,0,0,0,108,13,262,0,23,2,133,0
Kauai Police Department,2e3,Hawaii,HI,58463,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,93,37,56,82,11,31,51,6,51,0,8,12,9,9,13,3,3,1,4,2,0,0,5,4,4,3,2,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,11,2,24,0,26,0,30,0
Maui Police Department,2e3,Hawaii,HI,128094,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,164,101,63,128,36,82,44,19,44,2,2,17,6,13,6,4,2,6,2,2,5,5,13,16,15,6,3,3,0,0,0,0,1,5,6,3,2,1,0,2,1,1,1,1,2,2,3,1,4,0,0,0,0,52,2,47,0,21,1,41,0
Hawaii Police Department,2001,Hawaii,HI,150255,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,159,99,60,133,26,83,49,16,49,1,6,10,12,11,10,5,6,7,8,2,3,0,12,8,14,8,9,1,0,0,0,0,6,2,1,0,1,0,0,0,2,0,2,0,4,2,2,3,0,1,0,0,0,54,0,44,1,21,1,38,0
Honolulu,2001,Hawaii,HI,885605,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,492,364,128,441,51,323,116,41,116,2,9,31,24,31,21,30,16,23,12,13,29,12,48,50,45,21,17,4,1,0,2,0,1,2,3,3,1,3,1,1,2,5,2,1,5,6,8,5,1,1,0,0,0,91,7,266,0,12,5,111,0
Kauai Police Department,2001,Hawaii,HI,59084,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,58,38,20,45,13,28,17,10,17,0,1,2,3,6,5,1,3,0,1,1,1,1,8,9,0,1,2,0,0,0,0,0,0,2,1,0,0,2,0,0,1,1,1,0,3,2,0,0,0,0,0,0,0,11,1,25,1,9,2,9,0
Maui Police Department,2001,Hawaii,HI,129454,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,155,101,54,128,27,82,46,19,46,0,4,11,8,7,16,5,10,2,5,4,6,6,14,12,7,8,3,0,0,0,0,2,0,0,0,2,4,1,4,1,0,1,1,2,2,2,2,2,1,0,0,0,0,46,4,51,0,14,0,40,0
Hawaii Police Department,2002,Hawaii,HI,152771,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,146,85,61,105,41,68,34,17,34,3,3,8,7,10,6,7,4,6,5,6,1,1,14,12,6,5,1,0,0,0,0,2,12,4,0,5,1,0,2,0,1,1,0,1,3,4,1,2,1,1,0,0,0,34,1,50,0,16,0,45,0
Honolulu,2002,Hawaii,HI,900433,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,499,361,138,421,78,301,120,60,120,0,19,30,26,21,24,22,14,13,27,9,10,18,63,43,41,33,4,1,1,1,1,0,2,3,5,4,4,4,0,2,5,4,1,4,8,6,15,6,2,2,1,0,0,106,6,249,0,21,3,114,0
Kauai Police Department,2002,Hawaii,HI,60073,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,70,50,20,59,11,41,16,9,16,2,1,5,2,5,3,5,2,4,3,3,0,1,7,5,4,1,2,1,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,1,2,1,0,0,0,0,14,0,36,0,6,0,14,0
Maui Police Department,2002,Hawaii,HI,131621,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,131,109,22,104,27,89,15,20,15,0,1,4,2,5,3,7,14,2,2,2,1,2,21,15,10,11,2,0,0,0,0,0,3,0,2,1,1,1,1,5,1,0,1,1,2,3,3,1,1,0,0,0,0,46,1,61,1,6,1,15,0
Hawaii Police Department,2003,Hawaii,HI,156374,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,156,99,57,120,36,84,36,15,36,0,0,9,8,11,8,3,10,3,2,2,3,3,16,11,15,11,2,2,0,0,1,0,0,9,6,3,3,0,0,0,0,1,2,2,0,3,4,1,1,1,0,0,0,42,4,53,0,17,1,39,0
Honolulu,2003,Hawaii,HI,905301,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,393,283,110,347,46,249,96,34,96,2,11,29,20,14,22,14,16,18,21,12,13,13,38,35,23,28,11,3,3,1,0,0,3,8,1,0,0,1,3,2,1,2,0,0,9,3,8,1,2,2,0,0,0,68,10,205,0,16,3,91,0
Kauai Police Department,2003,Hawaii,HI,60558,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,83,42,41,60,23,33,27,9,27,0,0,10,3,9,5,4,4,1,2,0,1,0,5,3,1,6,3,0,0,1,2,0,0,8,2,2,2,0,0,0,0,0,0,0,2,1,1,2,1,0,2,0,0,21,0,21,0,17,0,24,0
Maui Police Department,2003,Hawaii,HI,135375,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,152,123,29,128,24,104,23,19,23,1,4,6,2,8,3,13,9,5,0,4,11,6,27,11,5,6,4,2,1,0,0,0,0,3,0,2,0,0,1,2,1,3,0,3,0,3,3,2,0,1,0,0,0,54,4,65,0,10,0,19,0
Hawaii Police Department,2004,Hawaii,HI,159082,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,111,69,42,96,15,60,36,9,36,0,6,11,4,9,6,4,4,5,1,3,0,3,11,7,8,6,3,2,3,0,0,0,1,2,0,1,2,0,2,1,0,0,2,1,1,0,1,0,1,0,0,0,0,31,4,33,1,20,0,22,0
Honolulu,2004,Hawaii,HI,906589,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,250,176,74,218,32,155,62,21,62,1,7,11,14,16,14,14,6,8,7,12,8,12,33,17,11,12,10,4,1,0,0,1,2,5,1,2,0,0,0,2,1,0,1,1,5,4,4,2,1,0,0,0,0,53,5,118,0,16,2,55,1
Kauai Police Department,2004,Hawaii,HI,61e3,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,73,51,22,48,25,32,16,19,16,0,1,10,2,1,2,1,1,1,0,1,9,0,7,2,4,3,1,0,1,1,0,0,0,5,0,1,0,0,0,0,2,0,0,1,3,3,6,1,2,0,0,0,1,12,1,38,0,6,0,16,0
Maui Police Department,2004,Hawaii,HI,136169,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,207,159,48,161,46,123,36,36,36,2,1,12,10,8,5,5,10,5,7,6,11,2,27,13,16,10,5,2,1,3,0,0,0,3,0,2,5,1,6,2,2,2,0,1,11,5,4,0,1,1,0,0,0,75,3,81,0,9,0,39,0
Hawaii Police Department,2005,Hawaii,HI,164565,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,192,146,46,154,38,115,39,31,39,0,3,11,7,12,6,8,6,9,10,6,3,4,22,19,17,5,4,1,1,0,0,0,0,5,1,1,0,1,0,5,1,0,3,2,2,6,2,4,1,3,0,1,0,77,5,64,0,27,1,18,0
Honolulu,2005,Hawaii,HI,908521,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,209,165,44,179,30,139,39,26,39,1,2,11,10,5,11,7,3,6,5,7,7,5,36,19,20,13,10,1,0,0,0,0,0,2,0,1,1,2,1,1,3,1,0,3,1,2,8,3,0,1,0,0,0,44,7,113,1,11,3,30,0
Kauai Police Department,2005,Hawaii,HI,62535,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,50,41,9,45,5,38,7,3,7,0,0,0,3,1,3,2,2,4,2,3,1,2,4,6,3,5,3,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,23,0,17,1,1,0,8,0
Maui Police Department,2005,Hawaii,HI,139573,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,206,175,31,166,40,139,27,36,27,0,4,11,2,7,3,8,13,8,12,7,3,6,18,29,10,14,5,3,1,0,2,0,0,2,1,0,1,4,3,0,2,2,1,1,7,5,3,3,4,1,0,0,0,108,1,66,0,13,0,18,0
Hawaii Police Department,2006,Hawaii,HI,168645,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,168,88,80,138,30,69,68,19,68,1,9,19,14,16,10,9,8,6,1,4,4,1,5,6,15,5,3,2,0,0,0,1,3,4,0,0,3,0,1,1,0,1,2,1,1,2,4,2,3,0,1,0,0,49,1,38,0,27,1,48,4
Honolulu,2006,Hawaii,HI,912693,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,253,191,62,229,24,170,59,21,59,0,3,24,10,13,9,4,15,7,14,6,8,11,26,26,11,20,13,8,1,0,0,0,1,1,0,1,0,0,3,0,1,0,0,1,4,2,4,4,1,0,0,0,1,71,7,113,0,12,3,47,0
Maui Police Department,2006,Hawaii,HI,141014,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,173,117,56,141,32,92,49,25,49,0,9,15,13,5,7,4,4,9,5,1,5,3,17,9,15,7,7,2,1,2,1,0,4,1,0,0,2,1,1,0,5,1,1,0,6,3,4,2,1,0,0,0,0,59,1,57,0,25,1,30,0
Hawaii Police Department,2007,Hawaii,HI,172613,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,168,105,63,141,27,82,59,23,59,0,1,20,18,11,9,12,8,4,3,4,2,2,15,7,11,8,3,2,1,0,0,1,0,3,0,0,0,2,0,0,1,0,0,2,6,4,0,2,4,2,0,0,0,47,1,57,0,31,1,31,0
Honolulu,2007,Hawaii,HI,905903,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,289,202,87,250,39,170,79,32,79,1,2,27,22,17,11,16,10,13,5,9,6,7,27,26,19,12,14,3,2,1,0,0,0,2,1,1,3,2,5,1,1,0,3,1,8,3,5,0,2,0,0,0,1,63,6,133,0,21,2,64,0
Kauai Police Department,2007,Hawaii,HI,63041,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,73,50,23,56,17,38,18,12,18,0,1,3,7,4,3,2,2,0,1,3,1,2,6,6,3,5,4,2,1,0,0,0,1,1,1,2,0,1,0,0,1,0,1,0,2,0,3,2,0,1,1,0,0,27,1,22,0,9,0,13,1
Maui Police Department,2007,Hawaii,HI,141831,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,195,127,68,157,38,100,56,27,56,1,4,11,23,10,8,7,9,10,9,1,7,6,11,8,12,7,9,2,2,0,0,0,0,4,1,2,4,1,1,0,8,3,0,1,3,4,1,1,3,1,0,0,0,41,2,84,0,20,0,48,0
Hawaii Police Department,2008,Hawaii,HI,175691,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,174,111,63,144,30,91,53,20,53,0,1,22,10,8,12,12,10,9,9,2,7,5,11,13,5,3,4,0,1,0,0,0,0,3,2,2,3,0,0,2,0,0,2,0,7,3,3,1,1,0,0,1,0,62,5,44,0,38,4,21,0
Honolulu,2008,Hawaii,HI,906349,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,334,239,95,284,50,193,91,46,91,0,2,36,26,12,15,17,8,16,7,6,16,4,38,18,24,15,13,7,2,0,2,0,0,1,2,0,1,3,4,6,2,1,2,1,7,7,4,5,3,1,0,0,0,66,18,155,0,14,1,80,0
Kauai Police Department,2008,Hawaii,HI,63164,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,93,66,27,77,16,53,24,13,24,0,6,3,7,6,2,4,3,2,4,2,1,2,15,5,7,2,4,2,0,0,0,0,1,0,1,0,1,0,0,1,0,2,2,1,0,2,0,1,0,2,1,1,0,35,0,31,0,7,0,20,0
Maui Police Department,2008,Hawaii,HI,142994,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,194,125,69,168,26,107,61,18,61,0,1,32,6,7,15,17,12,10,7,3,10,5,7,12,7,6,3,4,2,1,1,0,0,1,3,2,2,0,0,0,2,2,0,0,4,2,4,0,1,3,0,0,0,50,1,74,0,14,0,55,0
Hawaii Police Department,2009,Hawaii,HI,178760,HI00100,HI0010000,15,001,15001,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,187,146,41,161,26,123,38,23,38,0,4,9,7,12,6,20,11,11,4,4,9,6,11,13,5,7,15,3,1,1,2,0,0,1,0,2,0,0,2,1,1,1,1,3,6,2,3,0,1,1,1,0,0,73,2,71,0,16,0,25,0
Honolulu,2009,Hawaii,HI,907124,HI00200,HI0020000,15,003,15003,local police department,"cities 500,000-999,999",pacific,non-suburban,271,200,71,232,39,175,56,25,56,1,4,17,8,14,13,8,11,12,8,3,9,6,24,30,26,12,9,15,2,0,0,1,0,2,7,2,2,2,5,1,0,1,0,0,4,4,5,0,3,0,0,0,0,51,11,137,1,18,2,51,0
Kauai Police Department,2009,Hawaii,HI,64192,HI00400,HI0040000,15,007,15007,local police department,"non-msa cnty 25,000-99,999",pacific,non-suburban,70,51,19,46,24,34,12,17,12,0,1,4,4,3,0,3,2,3,0,3,2,4,9,2,1,1,2,0,1,1,0,0,0,4,2,1,0,0,0,0,2,3,0,0,3,3,1,2,0,1,2,0,0,20,1,30,0,4,1,14,0
Maui Police Department,2009,Hawaii,HI,145102,HI00500,HI0050000,15,009,15009,local police department,"non-msa cnty 100,000 or over",pacific,non-suburban,190,161,29,143,47,122,21,39,21,0,2,5,1,8,5,5,10,11,3,13,3,2,23,19,11,6,7,1,2,4,2,0,1,1,4,0,2,3,2,11,1,1,0,2,5,3,1,5,4,1,0,0,0,58,0,103,0,11,0,18,0
