agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,murder_tot_arrests,murder_tot_adult,murder_tot_juv,murder_tot_male,murder_tot_female,murder_tot_male_adult,murder_tot_male_juv,murder_tot_female_adult,murder_tot_female_juv,rape_tot_arrests,rape_tot_adult,rape_tot_juv,rape_tot_male,rape_tot_female,rape_tot_male_adult,rape_tot_male_juv,rape_tot_female_adult,rape_tot_female_juv,robbery_tot_arrests,robbery_tot_adult,robbery_tot_juv,robbery_tot_male,robbery_tot_female,robbery_tot_male_adult,robbery_tot_male_juv,robbery_tot_female_adult,robbery_tot_female_juv,agg_assault_tot_arrests,agg_assault_tot_adult,agg_assault_tot_juv,agg_assault_tot_male,agg_assault_tot_female,agg_assault_tot_male_adult,agg_assault_tot_male_juv,agg_assault_tot_female_adult,agg_assault_tot_female_juv,burglary_tot_arrests,burglary_tot_adult,burglary_tot_juv,burglary_tot_male,burglary_tot_female,burglary_tot_male_adult,burglary_tot_male_juv,burglary_tot_female_adult,burglary_tot_female_juv,theft_tot_arrests,theft_tot_adult,theft_tot_juv,theft_tot_male,theft_tot_female,theft_tot_male_adult,theft_tot_male_juv,theft_tot_female_adult,theft_tot_female_juv,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,arson_tot_arrests,arson_tot_adult,arson_tot_juv,arson_tot_male,arson_tot_female,arson_tot_male_adult,arson_tot_male_juv,arson_tot_female_adult,arson_tot_female_juv,oth_assault_tot_arrests,oth_assault_tot_adult,oth_assault_tot_juv,oth_assault_tot_male,oth_assault_tot_female,oth_assault_tot_male_adult,oth_assault_tot_male_juv,oth_assault_tot_female_adult,oth_assault_tot_female_juv,weapons_tot_arrests,weapons_tot_adult,weapons_tot_juv,weapons_tot_male,weapons_tot_female,weapons_tot_male_adult,weapons_tot_male_juv,weapons_tot_female_adult,weapons_tot_female_juv,prostitution_tot_arrests,prostitution_tot_adult,prostitution_tot_juv,prostitution_tot_male,prostitution_tot_female,prostitution_tot_male_adult,prostitution_tot_male_juv,prostitution_tot_female_adult,prostitution_tot_female_juv,oth_sex_off_tot_arrests,oth_sex_off_tot_adult,oth_sex_off_tot_juv,oth_sex_off_tot_male,oth_sex_off_tot_female,oth_sex_off_tot_male_adult,oth_sex_off_tot_male_juv,oth_sex_off_tot_female_adult,oth_sex_off_tot_female_juv,manslaught_neg_tot_arrests,manslaught_neg_tot_adult,manslaught_neg_tot_juv,manslaught_neg_tot_male,manslaught_neg_tot_female,manslaught_neg_tot_male_adult,manslaught_neg_tot_male_juv,manslaught_neg_tot_female_adult,manslaught_neg_tot_female_juv,forgery_tot_arrests,forgery_tot_adult,forgery_tot_juv,forgery_tot_male,forgery_tot_female,forgery_tot_male_adult,forgery_tot_male_juv,forgery_tot_female_adult,forgery_tot_female_juv,fraud_tot_arrests,fraud_tot_adult,fraud_tot_juv,fraud_tot_male,fraud_tot_female,fraud_tot_male_adult,fraud_tot_male_juv,fraud_tot_female_adult,fraud_tot_female_juv,embezzlement_tot_arrests,embezzlement_tot_adult,embezzlement_tot_juv,embezzlement_tot_male,embezzlement_tot_female,embezzlement_tot_male_adult,embezzlement_tot_male_juv,embezzlement_tot_female_adult,embezzlement_tot_female_juv,total_gambling_tot_arrests,total_gambling_tot_adult,total_gambling_tot_juv,total_gambling_tot_male,total_gambling_tot_female,total_gambling_tot_male_adult,total_gambling_tot_male_juv,total_gambling_tot_female_adult,total_gambling_tot_female_juv,oth_gambling_tot_arrests,oth_gambling_tot_adult,oth_gambling_tot_juv,oth_gambling_tot_male,oth_gambling_tot_female,oth_gambling_tot_male_adult,oth_gambling_tot_male_juv,oth_gambling_tot_female_adult,oth_gambling_tot_female_juv,bookmaking_tot_arrests,bookmaking_tot_adult,bookmaking_tot_juv,bookmaking_tot_male,bookmaking_tot_female,bookmaking_tot_male_adult,bookmaking_tot_male_juv,bookmaking_tot_female_adult,bookmaking_tot_female_juv,number_lottery_tot_arrests,number_lottery_tot_adult,number_lottery_tot_juv,number_lottery_tot_male,number_lottery_tot_female,number_lottery_tot_male_adult,number_lottery_tot_male_juv,number_lottery_tot_female_adult,number_lottery_tot_female_juv,dui_tot_arrests,dui_tot_adult,dui_tot_juv,dui_tot_male,dui_tot_female,dui_tot_male_adult,dui_tot_male_juv,dui_tot_female_adult,dui_tot_female_juv,total_drug_tot_arrests,total_drug_tot_adult,total_drug_tot_juv,total_drug_tot_male,total_drug_tot_female,total_drug_tot_male_adult,total_drug_tot_male_juv,total_drug_tot_female_adult,total_drug_tot_female_juv,poss_drug_tot_arrests,poss_drug_tot_adult,poss_drug_tot_juv,poss_drug_tot_male,poss_drug_tot_female,poss_drug_tot_male_adult,poss_drug_tot_male_juv,poss_drug_tot_female_adult,poss_drug_tot_female_juv,sale_drug_tot_arrests,sale_drug_tot_adult,sale_drug_tot_juv,sale_drug_tot_male,sale_drug_tot_female,sale_drug_tot_male_adult,sale_drug_tot_male_juv,sale_drug_tot_female_adult,sale_drug_tot_female_juv,poss_cannabis_tot_arrests,poss_cannabis_tot_adult,poss_cannabis_tot_juv,poss_cannabis_tot_male,poss_cannabis_tot_female,poss_cannabis_tot_male_adult,poss_cannabis_tot_male_juv,poss_cannabis_tot_female_adult,poss_cannabis_tot_female_juv,sale_cannabis_tot_arrests,sale_cannabis_tot_adult,sale_cannabis_tot_juv,sale_cannabis_tot_male,sale_cannabis_tot_female,sale_cannabis_tot_male_adult,sale_cannabis_tot_male_juv,sale_cannabis_tot_female_adult,sale_cannabis_tot_female_juv,poss_coke_tot_arrests,poss_coke_tot_adult,poss_coke_tot_juv,poss_coke_tot_male,poss_coke_tot_female,poss_coke_tot_male_adult,poss_coke_tot_male_juv,poss_coke_tot_female_adult,poss_coke_tot_female_juv,sale_coke_tot_arrests,sale_coke_tot_adult,sale_coke_tot_juv,sale_coke_tot_male,sale_coke_tot_female,sale_coke_tot_male_adult,sale_coke_tot_male_juv,sale_coke_tot_female_adult,sale_coke_tot_female_juv,poss_narcotic_tot_arrests,poss_narcotic_tot_adult,poss_narcotic_tot_juv,poss_narcotic_tot_male,poss_narcotic_tot_female,poss_narcotic_tot_male_adult,poss_narcotic_tot_male_juv,poss_narcotic_tot_female_adult,poss_narcotic_tot_female_juv,sale_narcotic_tot_arrests,sale_narcotic_tot_adult,sale_narcotic_tot_juv,sale_narcotic_tot_male,sale_narcotic_tot_female,sale_narcotic_tot_male_adult,sale_narcotic_tot_male_juv,sale_narcotic_tot_female_adult,sale_narcotic_tot_female_juv,poss_oth_drug_tot_arrests,poss_oth_drug_tot_adult,poss_oth_drug_tot_juv,poss_oth_drug_tot_male,poss_oth_drug_tot_female,poss_oth_drug_tot_male_adult,poss_oth_drug_tot_male_juv,poss_oth_drug_tot_female_adult,poss_oth_drug_tot_female_juv,sale_oth_drug_tot_arrests,sale_oth_drug_tot_adult,sale_oth_drug_tot_juv,sale_oth_drug_tot_male,sale_oth_drug_tot_female,sale_oth_drug_tot_male_adult,sale_oth_drug_tot_male_juv,sale_oth_drug_tot_female_adult,sale_oth_drug_tot_female_juv,liquor_tot_arrests,liquor_tot_adult,liquor_tot_juv,liquor_tot_male,liquor_tot_female,liquor_tot_male_adult,liquor_tot_male_juv,liquor_tot_female_adult,liquor_tot_female_juv,drunkenness_tot_arrests,drunkenness_tot_adult,drunkenness_tot_juv,drunkenness_tot_male,drunkenness_tot_female,drunkenness_tot_male_adult,drunkenness_tot_male_juv,drunkenness_tot_female_adult,drunkenness_tot_female_juv,family_offenses_tot_arrests,family_offenses_tot_adult,family_offenses_tot_juv,family_offenses_tot_male,family_offenses_tot_female,family_offenses_tot_male_adult,family_offenses_tot_male_juv,family_offenses_tot_female_adult,family_offenses_tot_female_juv,disorder_cond_tot_arrests,disorder_cond_tot_adult,disorder_cond_tot_juv,disorder_cond_tot_male,disorder_cond_tot_female,disorder_cond_tot_male_adult,disorder_cond_tot_male_juv,disorder_cond_tot_female_adult,disorder_cond_tot_female_juv,vandalism_tot_arrests,vandalism_tot_adult,vandalism_tot_juv,vandalism_tot_male,vandalism_tot_female,vandalism_tot_male_adult,vandalism_tot_male_juv,vandalism_tot_female_adult,vandalism_tot_female_juv,stolen_property_tot_arrests,stolen_property_tot_adult,stolen_property_tot_juv,stolen_property_tot_male,stolen_property_tot_female,stolen_property_tot_male_adult,stolen_property_tot_male_juv,stolen_property_tot_female_adult,stolen_property_tot_female_juv,suspicion_tot_arrests,suspicion_tot_adult,suspicion_tot_juv,suspicion_tot_male,suspicion_tot_female,suspicion_tot_male_adult,suspicion_tot_male_juv,suspicion_tot_female_adult,suspicion_tot_female_juv,vagrancy_tot_arrests,vagrancy_tot_adult,vagrancy_tot_juv,vagrancy_tot_male,vagrancy_tot_female,vagrancy_tot_male_adult,vagrancy_tot_male_juv,vagrancy_tot_female_adult,vagrancy_tot_female_juv,curfew_tot_arrests,curfew_tot_adult,curfew_tot_juv,curfew_tot_male,curfew_tot_female,curfew_tot_male_adult,curfew_tot_male_juv,curfew_tot_female_adult,curfew_tot_female_juv,runaway_tot_arrests,runaway_tot_adult,runaway_tot_juv,runaway_tot_male,runaway_tot_female,runaway_tot_male_adult,runaway_tot_male_juv,runaway_tot_female_adult,runaway_tot_female_juv,oth_non_traffic_tot_arrests,oth_non_traffic_tot_adult,oth_non_traffic_tot_juv,oth_non_traffic_tot_male,oth_non_traffic_tot_female,oth_non_traffic_tot_male_adult,oth_non_traffic_tot_male_juv,oth_non_traffic_tot_female_adult,oth_non_traffic_tot_female_juv
Mesquite,2001,Nevada,NV,9896,NV00209,NV0020900,32,003,32003,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,7,6,1,5,2,4,1,2,1,4,4,0,3,1,3,0,1,0,21,15,6,19,2,13,6,2,6,44,26,18,31,13,21,9,5,9,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,1,1,142,125,17,101,41,95,6,30,6,8,8,0,7,1,7,0,1,0,2,2,0,2,0,2,0,0,0,4,3,1,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,1,1,0,1,0,11,11,0,8,3,8,0,3,0,1,1,0,1,0,1,0,0,0,50,48,2,35,15,33,2,15,2,50,48,2,35,15,33,2,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,179,0,147,32,147,0,32,0,101,89,12,78,23,67,11,22,11,88,76,12,69,19,58,11,18,11,13,13,0,9,4,9,0,4,0,18,16,2,15,3,14,1,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,60,10,54,16,44,10,16,10,12,12,0,9,3,9,0,3,0,96,67,29,65,31,48,17,19,17,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,0,51,49,2,45,6,44,1,5,1,16,8,8,10,6,8,2,0,2,8,5,3,7,1,4,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,8,3,0,8,0,8,0,0,0,0,0,0,0,0,0,91,82,9,67,24,61,6,21,6
Univ Of Nevada:las Vegas,2001,Nevada,NV,0,NV00210,NV0021000,32,003,32003,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,4,4,0,4,0,4,0,0,0,3,3,0,3,0,3,0,0,0,13,10,3,12,1,9,3,1,3,20,11,9,19,1,10,6,1,6,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,54,52,2,38,16,36,2,16,2,6,5,1,5,1,4,1,1,1,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,39,39,0,35,4,35,0,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,16,2,16,0,2,0,47,41,6,37,10,31,6,10,6,23,19,4,20,3,16,4,3,4,24,22,2,17,7,15,2,7,2,18,16,2,15,3,13,2,3,2,17,15,2,14,3,12,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,7,7,0,3,4,3,0,4,0,3,1,2,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,37,35,2,31,6,29,2,6,2,1,1,0,1,0,1,0,0,0,2,2,0,1,1,1,0,1,0,5,5,0,5,0,5,0,0,0,7,1,6,7,0,1,6,0,6,7,4,3,7,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,74,65,9,69,5,60,8,5,8
Clark County School Dist,2001,Nevada,NV,0,NV00216,NV0021600,32,003,32003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,7,0,7,23,2,21,22,1,2,20,0,20,76,13,63,70,6,13,56,0,56,110,7,103,90,20,6,82,1,82,4,0,4,2,2,0,2,0,2,20,1,19,15,5,1,14,0,14,535,29,506,383,152,21,349,8,349,164,25,139,152,12,25,124,0,124,0,0,0,0,0,0,0,0,0,52,12,40,52,0,12,37,0,37,0,0,0,0,0,0,0,0,0,9,2,7,7,2,0,7,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,1,3,0,1,0,613,61,552,484,129,55,429,6,429,556,57,499,439,117,52,387,5,387,57,4,53,45,12,3,42,1,42,532,41,491,421,111,37,384,4,384,54,3,51,45,9,3,42,0,42,12,10,2,10,2,9,1,1,1,2,0,2,0,2,0,0,0,0,10,6,4,7,3,6,1,0,1,1,1,0,0,1,0,0,1,0,2,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,17,317,218,116,12,205,5,205,122,4,118,101,21,2,97,2,97,37,4,33,32,5,4,27,0,27,0,0,0,0,0,0,0,0,0,119,119,0,114,5,114,0,5,0,223,0,223,189,34,0,189,0,189,0,0,0,0,0,0,0,0,0,2654,137,2517,1635,1019,115,1517,22,1517
Douglas,2001,Nevada,NV,43485,NV00300,NV0030000,32,005,32005,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,2,1,3,0,2,1,0,1,8,7,1,8,0,7,1,0,1,34,25,9,25,9,21,4,4,4,35,31,4,25,10,23,2,8,2,5,5,0,4,1,4,0,1,0,1,0,1,1,0,0,1,0,1,234,196,38,172,62,147,23,49,23,9,6,3,9,0,6,3,0,3,1,1,0,1,0,1,0,0,0,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,44,44,0,29,15,29,0,15,0,9,9,0,5,4,5,0,4,0,7,6,1,7,0,6,1,0,1,6,5,1,6,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,259,257,2,213,46,211,2,46,2,116,90,26,92,24,71,21,19,21,101,78,23,80,21,61,19,17,19,15,12,3,12,3,10,2,2,2,63,46,17,52,11,38,14,8,14,6,4,2,4,2,3,1,1,1,2,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,27,26,1,20,7,19,1,7,1,6,5,1,6,0,5,1,0,1,9,5,4,7,2,3,4,2,4,2,2,0,1,1,1,0,1,0,36,24,12,34,2,23,11,1,11,73,69,4,59,14,55,4,14,4,7,7,0,4,3,4,0,3,0,134,128,6,121,13,117,4,11,4,0,0,0,0,0,0,0,0,0,9,7,2,8,1,6,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,2,19,0,19,3,16,0,3,0,3,785,758,27,643,142,622,20,136,20
Elko,2001,Nevada,NV,22872,NV00400,NV0040000,32,007,32007,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,5,5,0,4,1,4,0,1,0,18,12,6,16,2,11,5,1,5,10,4,6,7,3,2,5,2,5,13,6,7,7,6,5,2,1,2,3,1,2,2,1,0,2,1,2,56,47,9,43,13,37,6,10,6,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,15,14,1,6,9,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,89,1,78,12,77,1,12,1,18,13,5,16,2,12,4,1,4,16,11,5,14,2,10,4,1,4,2,2,0,2,0,2,0,0,0,10,8,2,10,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,3,2,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,24,14,10,18,6,13,5,1,5,8,4,4,7,1,3,4,1,4,13,12,1,10,3,10,0,2,0,3,3,0,3,0,3,0,0,0,7,4,3,7,0,4,2,0,2,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,2,0,1,0,1,10,0,10,4,6,0,4,0,4,368,337,31,298,70,270,28,67,28
Elko,2001,Nevada,NV,17609,NV00401,NV0040100,32,007,32007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,10,8,2,8,2,6,2,2,2,49,24,25,37,12,19,17,5,17,64,36,28,44,20,26,18,10,18,6,4,2,5,1,4,1,0,1,5,1,4,4,1,0,4,1,4,106,97,9,92,14,84,8,13,8,4,4,0,3,1,3,0,1,0,1,1,0,1,0,1,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,3,2,2,1,2,1,12,12,0,10,2,10,0,2,0,9,8,1,3,6,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,137,5,117,25,113,4,24,4,45,25,20,36,9,19,17,6,17,25,15,10,18,7,10,8,5,8,20,10,10,18,2,9,9,1,9,11,6,5,10,1,6,4,0,4,20,10,10,18,2,9,9,1,9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,8,3,5,6,3,2,5,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,115,56,59,83,32,38,45,18,45,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,1,0,58,51,7,45,13,41,4,10,4,12,8,4,11,1,8,3,0,3,19,10,9,18,1,9,9,1,9,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,23,0,23,10,13,0,10,0,10,0,0,0,0,0,0,0,0,0,261,239,22,192,69,177,15,62,15
Carlin,2001,Nevada,NV,2278,NV00402,NV0040200,32,007,32007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,11,9,2,11,0,9,2,0,2,3,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,33,4,33,0,4,0,5,5,0,5,0,5,0,0,0,3,3,0,3,0,3,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,26,24,2,19,7,18,1,6,1
West Wendover,2001,Nevada,NV,4976,NV00405,NV0040500,32,007,32007,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,2,0,2,0,0,0,4,4,0,4,0,4,0,0,0,10,1,9,7,3,0,5,1,5,39,32,7,32,7,25,6,7,6,1,1,0,1,0,1,0,0,0,9,1,8,7,2,1,1,0,1,69,58,11,57,12,47,7,11,7,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,8,0,6,2,0,2,0,0,0,0,0,0,0,0,0,53,52,1,32,21,32,0,20,0,14,14,0,8,6,8,0,6,0,15,14,1,8,7,7,1,7,1,2,2,0,2,0,2,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,81,1,77,5,76,1,5,1,25,25,0,17,8,17,0,8,0,21,21,0,14,7,14,0,7,0,4,4,0,3,1,3,0,1,0,15,15,0,11,4,11,0,4,0,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,38,15,45,8,33,12,5,12,1,1,0,1,0,1,0,0,0,44,44,0,30,14,30,0,14,0,36,34,2,28,8,26,2,8,2,15,8,7,14,1,7,7,1,7,13,8,5,13,0,8,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,2,4,0,4,3,1,0,3,0,3,76,62,14,69,7,60,9,2,9
Esmeralda,2001,Nevada,NV,1023,NV00500,NV0050000,32,009,32009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,18,4,18,0,4,0,20,19,1,15,5,15,0,4,0,19,18,1,15,4,15,0,3,0,1,1,0,0,1,0,0,1,0,14,13,1,10,4,10,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,30,1,28,3,27,1,3,1
Eureka,2001,Nevada,NV,1740,NV00600,NV0060000,32,011,32011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,4,1,3,0,1,0,2,2,0,2,0,2,0,0,0,3,1,2,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,9,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,5,0,3,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,10,2,9,1,2,1
Humboldt,2001,Nevada,NV,9414,NV00700,NV0070000,32,013,32013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,2,0,2,0,2,0,0,0,6,5,1,6,0,5,1,0,1,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,4,3,1,4,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,93,1,67,27,66,1,27,1,17,13,4,13,4,11,2,2,2,13,11,2,10,3,9,1,2,1,4,2,2,3,1,2,1,0,1,2,2,0,2,0,2,0,0,0,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,2,2,1,1,1,1,1,0,1,0,1,0,0,0,6,6,0,5,1,5,0,1,0,0,0,0,0,0,0,0,0,0,20,11,9,9,11,7,2,4,2,2,2,0,1,1,1,0,1,0,14,14,0,12,2,12,0,2,0,1,1,0,1,0,1,0,0,0,3,1,2,3,0,1,2,0,2,3,1,2,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,1,0,1,7,0,7,4,3,0,4,0,4,47,44,3,40,7,37,3,7,3
