agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Nahant,1990,Massachusetts,MA,3828,MA00521,MA0052100,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
North Andover,1990,Massachusetts,MA,22792,MA00524,MA0052400,25,009,25009,local police department,"cities 10,000-24,999",new england,suburban,7,2,5,7,0,2,5,0,5,0,0,0,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0
Peabody,1990,Massachusetts,MA,47039,MA00525,MA0052500,25,009,25009,local police department,"cities 25,000-49,999",new england,suburban,21,8,13,19,2,7,12,1,12,0,0,5,1,2,4,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,9,2,2,0
Rockport,1990,Massachusetts,MA,7482,MA00526,MA0052600,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rowley,1990,Massachusetts,MA,4452,MA00527,MA0052700,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salem,1990,Massachusetts,MA,38091,MA00528,MA0052800,25,009,25009,local police department,"cities 25,000-49,999",new england,suburban,22,11,11,21,1,10,11,1,11,0,0,1,3,3,4,1,2,0,0,2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,8,2,1,0
Saugus,1990,Massachusetts,MA,25549,MA00530,MA0053000,25,009,25009,local police department,"cities 25,000-49,999",new england,suburban,33,20,13,32,1,20,12,0,12,0,1,1,5,5,0,9,0,0,2,1,0,3,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,10,3,0,0
Swampscott,1990,Massachusetts,MA,13650,MA00531,MA0053100,25,009,25009,local police department,"cities 10,000-24,999",new england,suburban,6,2,4,6,0,2,4,0,4,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0
Wenham,1990,Massachusetts,MA,4212,MA00533,MA0053300,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Essex Met Dist Comm,1990,Massachusetts,MA,0,MA00535,MA0053500,25,009,25009,local police department,"msa cnty under 10,000",new england,suburban,4,4,0,3,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
Ashfield,1990,Massachusetts,MA,1715,MA00601,MA0060100,25,011,25011,local police department,"cities under 2,500",new england,non-suburban,4,0,4,4,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Deerfield,1990,Massachusetts,MA,5018,MA00607,MA0060700,25,011,25011,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montague,1990,Massachusetts,MA,8316,MA00616,MA0061600,25,011,25011,local police department,"cities 2,500-9,999",new england,non-suburban,15,6,9,15,0,6,9,0,9,0,1,2,3,3,0,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,2,0,0
Orange,1990,Massachusetts,MA,7312,MA00619,MA0061900,25,011,25011,local police department,"cities 2,500-9,999",new england,non-suburban,6,5,1,6,0,5,1,0,1,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Shelburne,1990,Massachusetts,MA,2012,MA00621,MA0062100,25,011,25011,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,1990,Massachusetts,MA,3399,MA00623,MA0062300,25,011,25011,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicopee,1990,Massachusetts,MA,56632,MA00705,MA0070500,25,013,25013,local police department,"cities 50,000-99,999",new england,non-suburban,10,2,8,8,2,2,6,0,6,0,0,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0
East Longmeadow,1990,Massachusetts,MA,13367,MA00706,MA0070600,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Hampden,1990,Massachusetts,MA,4709,MA00708,MA0070800,25,013,25013,local police department,"cities 2,500-9,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Longmeadow,1990,Massachusetts,MA,15467,MA00711,MA0071100,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ludlow,1990,Massachusetts,MA,18820,MA00712,MA0071200,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,11,7,4,11,0,7,4,0,4,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0
Springfield,1990,Massachusetts,MA,156983,MA00718,MA0071800,25,013,25013,local police department,"cities 100,000-249,999",new england,non-suburban,156,91,65,143,13,79,64,12,64,0,2,15,7,11,29,8,10,8,7,6,4,5,22,7,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,0,4,0,1,1,0,2,0,0,0,0,0,0,55,36,0,0,45,20,0,0
West Springfield,1990,Massachusetts,MA,27537,MA00721,MA0072100,25,013,25013,local police department,"cities 25,000-49,999",new england,suburban,37,28,9,34,3,25,9,3,9,0,1,0,2,4,2,3,0,1,2,2,1,1,5,4,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,27,1,0,0,5,4,0,0
Westfield,1990,Massachusetts,MA,38372,MA00722,MA0072200,25,013,25013,local police department,"cities 25,000-49,999",new england,suburban,11,4,7,9,2,4,5,0,5,0,0,2,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,2,0,0
Wilbraham,1990,Massachusetts,MA,12635,MA00723,MA0072300,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,13,6,7,11,2,5,6,1,6,0,0,2,1,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0
Amherst,1990,Massachusetts,MA,35228,MA00801,MA0080100,25,015,25015,local police department,"cities 25,000-49,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belchertown,1990,Massachusetts,MA,10579,MA00802,MA0080200,25,015,25015,local police department,"cities 10,000-24,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Granby,1990,Massachusetts,MA,5565,MA00807,MA0080700,25,015,25015,local police department,"cities 2,500-9,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hadley,1990,Massachusetts,MA,4231,MA00808,MA0080800,25,015,25015,local police department,"cities 2,500-9,999",new england,non-suburban,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Northampton,1990,Massachusetts,MA,29289,MA00812,MA0081200,25,015,25015,local police department,"cities 25,000-49,999",new england,suburban,7,4,3,6,1,3,3,1,3,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
South Hadley,1990,Massachusetts,MA,16685,MA00815,MA0081500,25,015,25015,local police department,"cities 10,000-24,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Ware,1990,Massachusetts,MA,9808,MA00817,MA0081700,25,015,25015,local police department,"cities 2,500-9,999",new england,non-suburban,6,1,5,6,0,1,5,0,5,0,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Worthington,1990,Massachusetts,MA,1156,MA00820,MA0082000,25,015,25015,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acton,1990,Massachusetts,MA,17872,MA00901,MA0090100,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Arlington,1990,Massachusetts,MA,44630,MA00902,MA0090200,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Ashby,1990,Massachusetts,MA,2717,MA00903,MA0090300,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,3,1,2,3,0,1,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
Ashland,1990,Massachusetts,MA,12066,MA00904,MA0090400,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ayer,1990,Massachusetts,MA,6871,MA00905,MA0090500,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Bedford,1990,Massachusetts,MA,12996,MA00906,MA0090600,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,3,3,0,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Belmont,1990,Massachusetts,MA,24720,MA00907,MA0090700,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
Boxboro,1990,Massachusetts,MA,3343,MA00909,MA0090900,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chelmsford,1990,Massachusetts,MA,32383,MA00913,MA0091300,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,12,6,6,12,0,6,6,0,6,0,0,2,1,0,3,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
Concord,1990,Massachusetts,MA,17076,MA00914,MA0091400,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,8,8,0,8,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0
Dracut,1990,Massachusetts,MA,25594,MA00915,MA0091500,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,50,48,2,50,0,48,2,0,2,0,0,1,1,0,0,1,5,6,6,9,5,0,14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,2,0,0,0
Everett,1990,Massachusetts,MA,35701,MA00917,MA0091700,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,16,11,5,16,0,11,5,0,5,0,0,1,0,2,2,1,2,1,2,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,3,2,0,0
Framingham,1990,Massachusetts,MA,64989,MA00918,MA0091800,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,11,10,1,9,2,8,1,2,1,0,0,0,1,0,0,1,0,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0
Holliston,1990,Massachusetts,MA,12926,MA00920,MA0092000,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,4,2,2,4,0,2,2,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Hopkinton,1990,Massachusetts,MA,9191,MA00921,MA0092100,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Hudson,1990,Massachusetts,MA,17233,MA00922,MA0092200,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,4,2,2,4,0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Lexington,1990,Massachusetts,MA,28974,MA00923,MA0092300,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,7,4,3,6,1,4,2,0,2,0,0,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
Lincoln,1990,Massachusetts,MA,7666,MA00924,MA0092400,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Littleton,1990,Massachusetts,MA,7051,MA00925,MA0092500,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Malden,1990,Massachusetts,MA,53884,MA00927,MA0092700,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,36,19,17,33,3,18,15,1,15,0,0,3,7,3,2,4,3,2,2,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,2,0,0,16,1,0,0
Marlborough,1990,Massachusetts,MA,31813,MA00928,MA0092800,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maynard,1990,Massachusetts,MA,10325,MA00929,MA0092900,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medford,1990,Massachusetts,MA,57407,MA00930,MA0093000,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,32,18,14,30,2,18,12,0,12,0,0,5,2,4,1,3,3,2,1,2,1,0,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,14,0,0,0
Melrose,1990,Massachusetts,MA,28150,MA00931,MA0093100,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,15,8,7,15,0,8,7,0,7,0,0,0,3,2,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0
Natick,1990,Massachusetts,MA,30510,MA00932,MA0093200,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,5,3,2,5,0,3,2,0,2,0,0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0
Newton,1990,Massachusetts,MA,82585,MA00933,MA0093300,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,48,41,7,47,1,40,7,1,7,0,0,0,0,3,4,4,5,5,3,2,6,1,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,15,2,0,7,0,0,0
North Reading,1990,Massachusetts,MA,12002,MA00934,MA0093400,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,13,6,7,13,0,6,7,0,7,0,0,0,4,3,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,1,0,0
Pepperell,1990,Massachusetts,MA,10098,MA00935,MA0093500,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reading,1990,Massachusetts,MA,22539,MA00936,MA0093600,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherborn,1990,Massachusetts,MA,3989,MA00937,MA0093700,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Shirley,1990,Massachusetts,MA,6118,MA00938,MA0093800,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somerville,1990,Massachusetts,MA,76210,MA00939,MA0093900,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,74,35,39,69,5,32,37,3,37,0,0,2,9,12,14,4,4,1,2,3,0,5,5,4,3,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,32,3,0,0,33,5,1,0
Stoneham,1990,Massachusetts,MA,22203,MA00940,MA0094000,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,3,3,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Stow,1990,Massachusetts,MA,5328,MA00941,MA0094100,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Sudbury,1990,Massachusetts,MA,14358,MA00942,MA0094200,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wakefield,1990,Massachusetts,MA,24825,MA00946,MA0094600,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,4,0,4,3,1,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
Waltham,1990,Massachusetts,MA,57878,MA00947,MA0094700,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,19,17,2,19,0,17,2,0,2,0,0,1,1,0,0,1,0,5,0,3,2,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,0,0
