agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Nahant,1980,Massachusetts,MA,3895,MA00521,MA0052100,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newbury,1980,Massachusetts,MA,4494,MA00522,MA0052200,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,6,3,3,6,0,3,3,0,3,0,0,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0
Newburyport,1980,Massachusetts,MA,15910,MA00523,MA0052300,25,009,25009,local police department,"cities 10,000-24,999",new england,suburban,8,4,4,6,2,3,3,1,3,0,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0
North Andover,1980,Massachusetts,MA,20072,MA00524,MA0052400,25,009,25009,local police department,"cities 10,000-24,999",new england,suburban,10,2,8,10,0,2,8,0,8,0,0,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0
Peabody,1980,Massachusetts,MA,45760,MA00525,MA0052500,25,009,25009,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockport,1980,Massachusetts,MA,6364,MA00526,MA0052600,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,3,0,3,3,0,0,3,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Rowley,1980,Massachusetts,MA,3860,MA00527,MA0052700,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,4,1,3,4,0,1,3,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Salem,1980,Massachusetts,MA,38299,MA00528,MA0052800,25,009,25009,local police department,"cities 25,000-49,999",new england,suburban,30,17,13,29,1,16,13,1,13,0,0,3,5,3,2,5,2,3,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,12,1,0,0
Salisbury,1980,Massachusetts,MA,5956,MA00529,MA0052900,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
Saugus,1980,Massachusetts,MA,24664,MA00530,MA0053000,25,009,25009,local police department,"cities 10,000-24,999",new england,suburban,18,14,4,17,1,13,4,1,4,0,0,0,1,3,0,7,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0
Swampscott,1980,Massachusetts,MA,13877,MA00531,MA0053100,25,009,25009,local police department,"cities 10,000-24,999",new england,suburban,7,5,2,7,0,5,2,0,2,0,0,0,1,1,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0
Topsfield,1980,Massachusetts,MA,5721,MA00532,MA0053200,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Wenham,1980,Massachusetts,MA,3887,MA00533,MA0053300,25,009,25009,local police department,"cities 2,500-9,999",new england,suburban,10,3,7,8,2,3,5,0,5,0,0,0,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0
Essex Met Dist Comm,1980,Massachusetts,MA,0,MA00535,MA0053500,25,009,25009,local police department,"msa cnty under 10,000",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ashfield,1980,Massachusetts,MA,1456,MA00601,MA0060100,25,011,25011,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenfield,1980,Massachusetts,MA,18415,MA00610,MA0061000,25,011,25011,local police department,"cities 10,000-24,999",new england,non-suburban,21,7,14,19,2,7,12,0,12,0,0,4,4,4,0,4,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0
Montague,1980,Massachusetts,MA,8034,MA00616,MA0061600,25,011,25011,local police department,"cities 2,500-9,999",new england,non-suburban,8,7,1,8,0,7,1,0,1,0,0,0,0,1,0,0,1,2,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0
Northfield,1980,Massachusetts,MA,2386,MA00618,MA0061800,25,011,25011,local police department,"cities under 2,500",new england,non-suburban,5,1,4,3,2,1,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Orange,1980,Massachusetts,MA,6830,MA00619,MA0061900,25,011,25011,local police department,"cities 2,500-9,999",new england,non-suburban,4,1,3,3,1,1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Shelburne,1980,Massachusetts,MA,2006,MA00621,MA0062100,25,011,25011,local police department,"cities under 2,500",new england,non-suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Shutesbury,1980,Massachusetts,MA,1064,MA00622,MA0062200,25,011,25011,local police department,"cities under 2,500",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunderland,1980,Massachusetts,MA,2926,MA00623,MA0062300,25,011,25011,local police department,"cities 2,500-9,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Agawam,1980,Massachusetts,MA,26281,MA00701,MA0070100,25,013,25013,local police department,"cities 25,000-49,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Brimfield,1980,Massachusetts,MA,2312,MA00703,MA0070300,25,013,25013,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chester,1980,Massachusetts,MA,1127,MA00704,MA0070400,25,013,25013,local police department,"cities under 2,500",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chicopee,1980,Massachusetts,MA,55048,MA00705,MA0070500,25,013,25013,local police department,"cities 50,000-99,999",new england,non-suburban,34,16,18,25,9,14,11,2,11,0,0,1,2,0,8,4,0,4,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,1,0,0
East Longmeadow,1980,Massachusetts,MA,12898,MA00706,MA0070600,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,3,0,3,3,0,0,3,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Granville,1980,Massachusetts,MA,1204,MA00707,MA0070700,25,013,25013,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hampden,1980,Massachusetts,MA,4749,MA00708,MA0070800,25,013,25013,local police department,"cities 2,500-9,999",new england,suburban,3,2,1,3,0,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Holyoke,1980,Massachusetts,MA,44819,MA00710,MA0071000,25,013,25013,local police department,"cities 25,000-49,999",new england,non-suburban,35,16,19,32,3,16,16,0,16,0,1,6,3,3,3,3,2,1,4,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,1,0,0
Longmeadow,1980,Massachusetts,MA,16309,MA00711,MA0071100,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,5,2,3,5,0,2,3,0,3,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0
Ludlow,1980,Massachusetts,MA,18182,MA00712,MA0071200,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monson,1980,Massachusetts,MA,7324,MA00713,MA0071300,25,013,25013,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Southwick,1980,Massachusetts,MA,7387,MA00717,MA0071700,25,013,25013,local police department,"cities 2,500-9,999",new england,suburban,8,2,6,8,0,2,6,0,6,0,0,0,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
Springfield,1980,Massachusetts,MA,152212,MA00718,MA0071800,25,013,25013,local police department,"cities 100,000-249,999",new england,non-suburban,67,49,18,65,2,48,17,1,17,0,1,1,2,5,8,7,9,1,3,5,0,4,7,6,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,35,14,0,0,14,4,0,0
Wales,1980,Massachusetts,MA,1159,MA00720,MA0072000,25,013,25013,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Springfield,1980,Massachusetts,MA,26960,MA00721,MA0072100,25,013,25013,local police department,"cities 25,000-49,999",new england,suburban,17,7,10,17,0,7,10,0,10,0,0,5,3,1,1,0,1,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,1,0,0
Westfield,1980,Massachusetts,MA,36356,MA00722,MA0072200,25,013,25013,local police department,"cities 25,000-49,999",new england,suburban,13,7,6,13,0,7,6,0,6,0,0,0,2,4,0,1,1,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0
Wilbraham,1980,Massachusetts,MA,12062,MA00723,MA0072300,25,013,25013,local police department,"cities 10,000-24,999",new england,suburban,19,8,11,18,1,8,10,0,10,0,0,0,4,3,3,2,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,0,0,0
Amherst,1980,Massachusetts,MA,33210,MA00801,MA0080100,25,015,25015,local police department,"cities 25,000-49,999",new england,suburban,5,4,1,5,0,4,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0
Belchertown,1980,Massachusetts,MA,8333,MA00802,MA0080200,25,015,25015,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easthampton,1980,Massachusetts,MA,15548,MA00805,MA0080500,25,015,25015,local police department,"cities 10,000-24,999",new england,suburban,12,6,6,12,0,6,6,0,6,0,0,0,4,1,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0
Granby,1980,Massachusetts,MA,5354,MA00807,MA0080700,25,015,25015,local police department,"cities 2,500-9,999",new england,suburban,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Hadley,1980,Massachusetts,MA,4114,MA00808,MA0080800,25,015,25015,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Huntington,1980,Massachusetts,MA,1794,MA00810,MA0081000,25,015,25015,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northampton,1980,Massachusetts,MA,29128,MA00812,MA0081200,25,015,25015,local police department,"cities 25,000-49,999",new england,suburban,22,13,9,20,2,12,8,1,8,0,0,1,1,5,1,2,3,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0
South Hadley,1980,Massachusetts,MA,16463,MA00815,MA0081500,25,015,25015,local police department,"cities 10,000-24,999",new england,suburban,13,2,11,13,0,2,11,0,11,0,1,1,3,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0
Southampton,1980,Massachusetts,MA,4137,MA00816,MA0081600,25,015,25015,local police department,"cities 2,500-9,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ware,1980,Massachusetts,MA,8968,MA00817,MA0081700,25,015,25015,local police department,"cities 2,500-9,999",new england,suburban,5,1,4,5,0,1,4,0,4,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
Worthington,1980,Massachusetts,MA,941,MA00820,MA0082000,25,015,25015,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Univ Of Ma At Amherst,1980,Massachusetts,MA,0,MA00822,MA0082200,25,015,25015,special jurisdiction,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Acton,1980,Massachusetts,MA,17558,MA00901,MA0090100,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,21,14,7,21,0,14,7,0,7,0,0,1,2,4,0,2,1,1,0,2,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,0
Arlington,1980,Massachusetts,MA,48263,MA00902,MA0090200,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,12,8,4,10,2,6,4,2,4,0,0,0,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,1,0,0,4,0,0,0
Ashby,1980,Massachusetts,MA,2307,MA00903,MA0090300,25,017,25017,local police department,"cities under 2,500",new england,suburban,7,4,3,7,0,4,3,0,3,0,0,3,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0
Ashland,1980,Massachusetts,MA,9187,MA00904,MA0090400,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,6,0,6,6,0,0,6,0,6,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
Ayer,1980,Massachusetts,MA,6996,MA00905,MA0090500,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,6,2,4,6,0,2,4,0,4,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1
Bedford,1980,Massachusetts,MA,13062,MA00906,MA0090600,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belmont,1980,Massachusetts,MA,26082,MA00907,MA0090700,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,13,8,5,13,0,8,5,0,5,0,0,0,1,1,3,1,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,4,1,0,0
Billerica,1980,Massachusetts,MA,36719,MA00908,MA0090800,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,14,8,6,14,0,8,6,0,6,0,0,1,1,3,1,1,2,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0
Boxboro,1980,Massachusetts,MA,3117,MA00909,MA0090900,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burlington,1980,Massachusetts,MA,23493,MA00910,MA0091000,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,28,15,13,23,5,14,9,1,9,0,0,4,1,4,0,2,4,1,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,13,0,0,0
Cambridge,1980,Massachusetts,MA,95362,MA00911,MA0091100,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,124,76,48,120,4,76,44,0,44,0,0,4,8,18,14,11,11,11,9,6,8,0,9,8,2,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,24,0,0,43,5,0,0
Carlisle,1980,Massachusetts,MA,3303,MA00912,MA0091200,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chelmsford,1980,Massachusetts,MA,31145,MA00913,MA0091300,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,10,6,4,10,0,6,4,0,4,0,0,0,0,3,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0
Concord,1980,Massachusetts,MA,16295,MA00914,MA0091400,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,4,2,2,4,0,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
Dracut,1980,Massachusetts,MA,21176,MA00915,MA0091500,25,017,25017,local police department,"cities 10,000-24,999",new england,suburban,13,6,7,13,0,6,7,0,7,0,0,1,1,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0
Dunstable,1980,Massachusetts,MA,1669,MA00916,MA0091600,25,017,25017,local police department,"cities under 2,500",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everett,1980,Massachusetts,MA,37121,MA00917,MA0091700,25,017,25017,local police department,"cities 25,000-49,999",new england,suburban,39,17,22,35,4,15,20,2,20,0,0,6,4,7,3,4,2,2,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,20,2,0,0
Framingham,1980,Massachusetts,MA,65223,MA00918,MA0091800,25,017,25017,local police department,"cities 50,000-99,999",new england,suburban,17,9,8,13,4,8,5,1,5,0,0,0,2,3,0,2,1,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,8,0,0,0
Groton,1980,Massachusetts,MA,6160,MA00919,MA0091900,25,017,25017,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
