agency,year,state,state_abb,population,ORI,ORI9,FIPS_state_code,FIPS_county_code,FIPS_state_county_code,agency_type,group,geographic_division,suburban_agency,mtr_veh_theft_tot_arrests,mtr_veh_theft_tot_adult,mtr_veh_theft_tot_juv,mtr_veh_theft_tot_male,mtr_veh_theft_tot_female,mtr_veh_theft_tot_male_adult,mtr_veh_theft_tot_male_juv,mtr_veh_theft_tot_female_adult,mtr_veh_theft_tot_female_juv,mtr_veh_theft_male_under_10,mtr_veh_theft_male_10_12,mtr_veh_theft_male_13_14,mtr_veh_theft_male_15,mtr_veh_theft_male_16,mtr_veh_theft_male_17,mtr_veh_theft_male_18,mtr_veh_theft_male_19,mtr_veh_theft_male_20,mtr_veh_theft_male_21,mtr_veh_theft_male_22,mtr_veh_theft_male_23,mtr_veh_theft_male_24,mtr_veh_theft_male_25_29,mtr_veh_theft_male_30_34,mtr_veh_theft_male_35_39,mtr_veh_theft_male_40_44,mtr_veh_theft_male_45_49,mtr_veh_theft_male_50_54,mtr_veh_theft_male_55_59,mtr_veh_theft_male_60_64,mtr_veh_theft_male_over_64,mtr_veh_theft_female_under_10,mtr_veh_theft_female_10_12,mtr_veh_theft_female_13_14,mtr_veh_theft_female_15,mtr_veh_theft_female_16,mtr_veh_theft_female_17,mtr_veh_theft_female_18,mtr_veh_theft_female_19,mtr_veh_theft_female_20,mtr_veh_theft_female_21,mtr_veh_theft_female_22,mtr_veh_theft_female_23,mtr_veh_theft_female_24,mtr_veh_theft_female_25_29,mtr_veh_theft_female_30_34,mtr_veh_theft_female_35_39,mtr_veh_theft_female_40_44,mtr_veh_theft_female_45_49,mtr_veh_theft_female_50_54,mtr_veh_theft_female_55_59,mtr_veh_theft_female_60_64,mtr_veh_theft_female_over_64,mtr_veh_theft_adult_white,mtr_veh_theft_adult_black,mtr_veh_theft_adult_asian,mtr_veh_theft_adult_indian,mtr_veh_theft_juv_white,mtr_veh_theft_juv_black,mtr_veh_theft_juv_asian,mtr_veh_theft_juv_indian
Branford,1989,Connecticut,CT,26279,CT00014,CT0001400,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,3,2,1,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0
Bridgeport,1989,Connecticut,CT,140029,CT00015,CT0001500,09,001,09001,local police department,"cities 100,000-249,999",new england,non-suburban,398,137,261,352,46,123,229,14,229,0,20,95,68,28,18,18,11,10,10,10,9,8,20,12,3,4,2,1,3,2,0,0,1,12,13,3,3,2,1,3,1,0,0,1,3,2,0,1,0,0,0,0,0,82,55,0,0,159,102,0,0
Bristol,1989,Connecticut,CT,60773,CT00017,CT0001700,09,003,09003,local police department,"cities 50,000-99,999",new england,non-suburban,5,0,5,5,0,0,5,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0
Brookfield,1989,Connecticut,CT,14707,CT00018,CT0001800,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,7,2,5,7,0,2,5,0,5,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,0,0
Canton,1989,Connecticut,CT,8776,CT00023,CT0002300,09,003,09003,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheshire,1989,Connecticut,CT,25437,CT00025,CT0002500,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,7,1,6,6,1,1,5,0,5,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0
Clinton,1989,Connecticut,CT,12954,CT00027,CT0002700,09,007,09007,local police department,"cities 10,000-24,999",new england,suburban,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Coventry,1989,Connecticut,CT,9838,CT00032,CT0003200,09,013,09013,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cromwell,1989,Connecticut,CT,11662,CT00033,CT0003300,09,007,09007,local police department,"cities 10,000-24,999",new england,suburban,2,1,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Danbury,1989,Connecticut,CT,64540,CT00034,CT0003400,09,001,09001,local police department,"cities 50,000-99,999",new england,non-suburban,12,7,5,11,1,6,5,1,5,0,0,3,0,1,1,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,0,0,2,3,0,0
Darien,1989,Connecticut,CT,17603,CT00035,CT0003500,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,7,5,2,7,0,5,2,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0
Derby,1989,Connecticut,CT,12193,CT00037,CT0003700,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Hampton,1989,Connecticut,CT,10009,CT00042,CT0004200,09,007,09007,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Hartford,1989,Connecticut,CT,53970,CT00043,CT0004300,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,12,8,4,12,0,8,4,0,4,0,0,1,0,2,1,0,0,2,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,1,0,0
East Haven Town,1989,Connecticut,CT,26148,CT00044,CT0004400,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,25,19,6,24,1,18,6,1,6,0,2,2,1,0,1,1,0,1,3,2,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,6,0,0,0
Easton,1989,Connecticut,CT,6843,CT00046,CT0004600,09,001,09001,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
East Windsor,1989,Connecticut,CT,9938,CT00047,CT0004700,09,003,09003,local police department,"cities 2,500-9,999",new england,suburban,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Enfield,1989,Connecticut,CT,45584,CT00049,CT0004900,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,49,24,25,43,6,21,22,3,22,0,3,3,7,6,3,1,2,1,3,3,3,1,2,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,8,1,0,23,2,0,0
Fairfield,1989,Connecticut,CT,52066,CT00051,CT0005100,09,001,09001,local police department,"cities 50,000-99,999",new england,suburban,36,22,14,36,0,22,14,0,14,0,1,6,1,3,3,1,2,1,1,0,1,0,9,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,8,6,0,0
Farmington,1989,Connecticut,CT,19326,CT00052,CT0005200,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glastonbury,1989,Connecticut,CT,27651,CT00054,CT0005400,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,5,3,2,5,0,3,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0
Granby,1989,Connecticut,CT,9878,CT00056,CT0005600,09,003,09003,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenwich,1989,Connecticut,CT,57316,CT00057,CT0005700,09,001,09001,local police department,"cities 50,000-99,999",new england,suburban,7,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0
Jewett City,1989,Connecticut,CT,3837,CT00058,CT0005800,09,011,09011,local police department,"cities 2,500-9,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Groton,1989,Connecticut,CT,10069,CT00059,CT0005900,09,011,09011,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guilford,1989,Connecticut,CT,19847,CT00060,CT0006000,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,7,2,5,7,0,2,5,0,5,0,0,0,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,0,0,0
Hamden,1989,Connecticut,CT,52728,CT00062,CT0006200,09,009,09009,local police department,"cities 50,000-99,999",new england,suburban,42,21,21,34,8,16,18,5,18,0,1,9,4,0,4,0,3,3,0,1,0,1,6,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,9,12,0,0,8,13,0,0
Hartford,1989,Connecticut,CT,131544,CT00064,CT0006400,09,003,09003,local police department,"cities 100,000-249,999",new england,non-suburban,139,27,112,132,7,25,106,2,106,1,2,32,16,32,24,3,4,2,2,2,3,0,2,4,2,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,14,0,0,60,52,0,0
Madison Town,1989,Connecticut,CT,16330,CT00076,CT0007600,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,24,8,16,17,7,7,9,1,9,1,2,4,3,0,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,15,1,0,0
Manchester,1989,Connecticut,CT,50794,CT00077,CT0007700,09,003,09003,local police department,"cities 50,000-99,999",new england,suburban,23,15,8,23,0,15,8,0,8,0,0,1,4,2,1,3,9,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,8,0,0,0
Meriden,1989,Connecticut,CT,58769,CT00080,CT0008000,09,009,09009,local police department,"cities 50,000-99,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middlebury,1989,Connecticut,CT,6312,CT00081,CT0008100,09,009,09009,local police department,"cities 2,500-9,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Middletown,1989,Connecticut,CT,39694,CT00083,CT0008300,09,007,09007,local police department,"cities 25,000-49,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milford,1989,Connecticut,CT,49271,CT00084,CT0008400,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,7,6,1,7,0,6,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Monroe,1989,Connecticut,CT,16921,CT00085,CT0008500,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,11,5,6,11,0,5,6,0,6,0,0,1,0,1,4,0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,0
Naugatuck,1989,Connecticut,CT,31729,CT00088,CT0008800,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
New Britain,1989,Connecticut,CT,71913,CT00089,CT0008900,09,003,09003,local police department,"cities 50,000-99,999",new england,non-suburban,81,42,39,76,5,38,38,4,38,0,1,21,4,8,4,7,3,2,1,3,2,4,12,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,30,12,0,0,32,7,0,0
New Canaan,1989,Connecticut,CT,17322,CT00090,CT0009000,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Haven,1989,Connecticut,CT,124070,CT00093,CT0009300,09,009,09009,local police department,"cities 100,000-249,999",new england,non-suburban,160,91,69,145,15,78,67,13,67,0,2,21,19,21,4,9,8,7,6,5,3,0,11,11,9,6,1,0,1,0,1,0,0,0,0,1,1,2,2,0,0,0,0,1,6,1,1,0,0,0,0,0,0,28,63,0,0,13,56,0,0
Newington,1989,Connecticut,CT,29304,CT00094,CT0009400,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,5,4,1,4,1,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0
New London,1989,Connecticut,CT,27922,CT00095,CT0009500,09,011,09011,local police department,"cities 25,000-49,999",new england,non-suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Milford,1989,Connecticut,CT,22963,CT00096,CT0009600,09,005,09005,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Newtown,1989,Connecticut,CT,21450,CT00097,CT0009700,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
North Branford,1989,Connecticut,CT,13265,CT00099,CT0009900,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,5,1,4,5,0,1,4,0,4,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
North Haven,1989,Connecticut,CT,22502,CT00101,CT0010100,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,10,3,7,10,0,3,7,0,7,0,1,0,6,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6,0,0
Norwalk,1989,Connecticut,CT,76271,CT00103,CT0010300,09,001,09001,local police department,"cities 50,000-99,999",new england,non-suburban,43,29,14,38,5,24,14,5,14,0,3,2,4,2,3,0,4,0,2,0,1,1,11,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,16,13,0,0,8,6,0,0
Norwich,1989,Connecticut,CT,37459,CT00104,CT0010400,09,011,09011,local police department,"cities 25,000-49,999",new england,non-suburban,40,21,19,35,5,20,15,1,15,0,0,5,7,2,1,6,0,2,3,0,2,2,2,2,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,4,0,0,15,4,0,0
Old Saybrook,1989,Connecticut,CT,9828,CT00106,CT0010600,09,007,09007,local police department,"cities 2,500-9,999",new england,non-suburban,4,1,3,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Orange,1989,Connecticut,CT,13114,CT00107,CT0010700,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,30,18,12,26,4,14,12,4,12,0,0,1,1,4,6,0,3,0,0,0,0,0,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,7,11,0,0,7,5,0,0
Plainfield,1989,Connecticut,CT,14066,CT00109,CT0010900,09,015,09015,local police department,"cities 10,000-24,999",new england,non-suburban,4,1,3,4,0,1,3,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
Plainville,1989,Connecticut,CT,17793,CT00110,CT0011000,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,12,8,4,10,2,7,3,1,3,0,0,0,0,2,1,0,0,1,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,4,0,0,0
Plymouth,1989,Connecticut,CT,11521,CT00111,CT0011100,09,005,09005,local police department,"cities 10,000-24,999",new england,suburban,10,3,7,7,3,2,5,1,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,5,2,0,0
Putnam,1989,Connecticut,CT,8866,CT00116,CT0011600,09,015,09015,local police department,"cities 2,500-9,999",new england,non-suburban,6,5,1,6,0,5,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0
Ridgefield Town,1989,Connecticut,CT,21470,CT00118,CT0011800,09,001,09001,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rocky Hill,1989,Connecticut,CT,16200,CT00119,CT0011900,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,8,7,1,7,1,6,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0
Seymour,1989,Connecticut,CT,14086,CT00124,CT0012400,09,009,09009,local police department,"cities 10,000-24,999",new england,suburban,7,6,1,6,1,5,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0
Shelton,1989,Connecticut,CT,36498,CT00126,CT0012600,09,001,09001,local police department,"cities 25,000-49,999",new england,suburban,6,1,5,6,0,1,5,0,5,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Simsbury,1989,Connecticut,CT,22632,CT00128,CT0012800,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Southington,1989,Connecticut,CT,40635,CT00131,CT0013100,09,003,09003,local police department,"cities 25,000-49,999",new england,suburban,3,1,2,3,0,1,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
South Windsor,1989,Connecticut,CT,21991,CT00132,CT0013200,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,7,3,4,7,0,3,4,0,4,0,0,0,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
Stamford,1989,Connecticut,CT,100446,CT00135,CT0013500,09,001,09001,local police department,"cities 100,000-249,999",new england,non-suburban,126,77,49,112,14,65,46,12,46,1,4,9,8,19,6,9,6,8,8,3,4,2,12,8,3,2,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,6,1,2,0,0,0,0,0,0,19,58,0,0,13,36,0,0
Stonington,1989,Connecticut,CT,16641,CT00137,CT0013700,09,011,09011,local police department,"cities 10,000-24,999",new england,suburban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stratford,1989,Connecticut,CT,50073,CT00138,CT0013800,09,001,09001,local police department,"cities 50,000-99,999",new england,suburban,100,38,62,85,15,32,53,6,53,0,2,14,14,10,13,1,4,2,2,1,1,0,8,7,2,1,3,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,22,16,0,0,28,34,0,0
Suffield,1989,Connecticut,CT,11391,CT00139,CT0013900,09,003,09003,local police department,"cities 10,000-24,999",new england,suburban,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Thomaston,1989,Connecticut,CT,6532,CT00140,CT0014000,09,005,09005,local police department,"cities 2,500-9,999",new england,suburban,6,1,5,6,0,1,5,0,5,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Torrington,1989,Connecticut,CT,31458,CT00143,CT0014300,09,005,09005,local police department,"cities 25,000-49,999",new england,non-suburban,17,8,9,13,4,6,7,2,7,0,0,1,3,1,2,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,9,0,0,0
Trumbull,1989,Connecticut,CT,32911,CT00144,CT0014400,09,001,09001,local police department,"cities 25,000-49,999",new england,suburban,43,32,11,41,2,30,11,2,11,0,0,3,2,3,3,2,5,3,4,3,0,0,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,12,0,0,4,7,0,0
Vernon,1989,Connecticut,CT,28553,CT00146,CT0014600,09,013,09013,local police department,"cities 25,000-49,999",new england,suburban,2,0,2,2,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Wallingford,1989,Connecticut,CT,40916,CT00148,CT0014800,09,009,09009,local police department,"cities 25,000-49,999",new england,suburban,19,10,9,17,2,8,9,2,9,0,0,5,2,1,1,0,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9,1,0,0,5,4,0,0
Waterbury,1989,Connecticut,CT,104714,CT00151,CT0015100,09,009,09009,local police department,"cities 100,000-249,999",new england,non-suburban,124,81,43,109,15,73,36,8,36,0,1,2,10,13,10,12,5,5,8,8,2,3,16,8,1,3,1,1,0,0,0,0,0,2,1,2,2,1,1,0,1,0,0,0,3,0,0,0,0,0,2,0,0,51,30,0,0,30,13,0,0
